keyword,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01,2025-09-01,2025-10-01,2025-11-01,2025-12-01,2026-01-01,2026-02-01,2026-03-01,2026-04-01,2026-05-01
cost of living,36.36363636363637,26.666666666666668,40.0,44.44444444444444,40.0,40.0,16.0,33.33333333333333,30.76923076923077,30.76923076923077,28.57142857142857,33.33333333333333,33.33333333333333,36.36363636363637,50.0,33.33333333333333,40.0,33.33333333333333,26.666666666666668,26.666666666666668,27.77777777777778,13.513513513513514,25.0,26.31578947368421,38.46153846153847,35.714285714285715,38.46153846153847,38.46153846153847,30.76923076923077,20.0,19.047619047619047,12.12121212121212,22.727272727272727,29.411764705882355,31.25,33.33333333333333,21.052631578947366,33.33333333333333,35.714285714285715,20.833333333333336,26.666666666666668,31.25,26.666666666666668,25.0,25.0,13.88888888888889,3.0,6.666666666666667,10.344827586206897,11.428571428571429,14.814814814814811,18.181818181818183,16.0,16.0,13.79310344827586,15.384615384615383,10.0,11.11111111111111,15.384615384615383,17.391304347826086,19.047619047619047,21.052631578947366,21.052631578947366,25.0,21.052631578947366,22.22222222222222,19.047619047619047,16.666666666666664,19.230769230769234,17.24137931034483,23.076923076923077,22.727272727272727,16.129032258064516,18.51851851851852,27.77777777777778,29.411764705882355,22.727272727272727,23.809523809523807,20.0,22.22222222222222,29.411764705882355,29.411764705882355,23.809523809523807,31.25,33.33333333333333,33.33333333333333,38.46153846153847,33.33333333333333,41.66666666666667,31.25,31.25,33.33333333333333,31.25,29.411764705882355,29.411764705882355,31.25,35.714285714285715,35.714285714285715,35.714285714285715,16.666666666666664,33.33333333333333,31.25,20.833333333333336,25.0,22.727272727272727,19.230769230769234,12.5,6.8493150684931505,20.833333333333336,22.727272727272727,25.0,25.0,22.727272727272727,17.24137931034483,27.58620689655172,32.0,29.629629629629623,34.48275862068966,23.076923076923077,24.24242424242424,25.0
credit card,800.0,608.3333333333333,950.0,1028.571428571429,912.5,833.3333333333334,370.0,780.0,663.6363636363636,760.0,627.2727272727273,720.0,788.8888888888889,888.8888888888889,1050.0,877.7777777777778,962.5,780.0,772.7272727272727,725.0,533.3333333333333,250.0,500.0,500.0,745.4545454545454,772.7272727272727,800.0,754.5454545454546,709.0909090909091,385.7142857142857,458.8235294117647,292.5925925925926,427.77777777777777,557.1428571428571,607.6923076923076,600.0,553.3333333333334,766.6666666666667,809.0909090909091,434.99999999999994,708.3333333333333,607.6923076923076,708.3333333333333,630.7692307692307,506.25,270.0,86.58536585365853,189.4736842105263,300.0,243.33333333333331,336.3636363636364,388.88888888888886,350.0,357.14285714285717,300.0,400.0,248.3870967741935,258.62068965517244,357.14285714285717,389.4736842105263,427.77777777777777,531.25,540.0,623.0769230769231,513.3333333333334,540.0,494.11764705882354,409.99999999999994,414.28571428571433,356.0,465.00000000000006,468.42105263157896,348.0,436.3636363636363,714.2857142857143,635.7142857142857,444.44444444444446,517.6470588235294,511.7647058823529,650.0,642.8571428571429,613.3333333333334,505.88235294117646,684.6153846153845,733.3333333333333,758.3333333333333,845.4545454545455,725.0,830.0000000000001,638.4615384615385,638.4615384615385,646.1538461538462,638.4615384615385,571.4285714285714,564.2857142857143,600.0,658.3333333333333,709.0909090909091,650.0,333.33333333333337,553.8461538461538,561.5384615384615,365.0,481.25,411.1111111111111,361.9047619047619,215.15151515151513,127.1186440677966,380.0,450.0,386.9565217391304,404.7619047619048,415.7894736842105,354.54545454545456,333.33333333333337,395.2380952380952,400.0,324.0,271.875,330.7692307692308,505.88235294117646
credit score,109.09090909090908,80.0,120.0,122.22222222222224,110.0,100.0,44.0,76.92307692307693,100.0,85.71428571428571,92.85714285714286,100.0,108.33333333333331,118.1818181818182,140.0,108.33333333333331,120.0,100.0,80.0,66.66666666666666,63.1578947368421,30.76923076923077,63.63636363636363,73.68421052631578,100.0,92.85714285714286,100.0,92.85714285714286,92.3076923076923,44.44444444444444,52.38095238095239,29.411764705882355,60.86956521739131,82.35294117647058,93.75,100.0,73.68421052631578,86.66666666666667,100.0,56.00000000000001,92.85714285714286,81.25,75.0,68.75,70.0,41.66666666666667,13.0,28.000000000000004,56.666666666666664,48.57142857142857,60.71428571428571,65.21739130434783,53.84615384615385,53.84615384615385,43.333333333333336,54.166666666666664,40.0,41.66666666666667,65.38461538461539,73.91304347826086,71.42857142857143,78.94736842105263,75.0,76.47058823529412,68.42105263157895,78.94736842105263,66.66666666666666,54.166666666666664,55.55555555555556,50.0,64.0,69.56521739130434,45.16129032258064,50.0,83.33333333333334,82.35294117647058,54.54545454545454,60.0,57.14285714285714,57.89473684210527,88.88888888888889,77.77777777777779,66.66666666666666,100.0,93.75,100.0,107.14285714285714,100.0,100.0,70.58823529411765,70.58823529411765,80.0,81.25,76.47058823529412,87.5,82.35294117647058,86.66666666666667,92.85714285714286,93.33333333333331,46.666666666666664,75.0,70.58823529411765,48.0,63.1578947368421,59.09090909090909,53.84615384615385,37.5,20.27027027027027,56.00000000000001,65.21739130434783,55.172413793103445,56.00000000000001,60.86956521739131,48.27586206896552,48.27586206896552,53.84615384615385,59.25925925925925,60.0,48.78048780487805,57.57575757575758,76.19047619047619
cryptocurrency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,36.36363636363637,30.0,33.33333333333333,40.0,30.76923076923077,57.14285714285714,162.5,142.10526315789474,35.8974358974359,38.095238095238095,30.0,35.714285714285715,28.57142857142857,28.57142857142857,28.57142857142857,23.076923076923077,11.11111111111111,14.285714285714285,9.375,9.090909090909092,11.76470588235294,12.5,13.333333333333334,15.789473684210526,21.428571428571427,13.333333333333334,8.0,13.333333333333334,12.5,6.25,6.25,10.0,5.405405405405405,2.0,4.444444444444445,6.666666666666667,5.714285714285714,7.142857142857142,13.043478260869565,7.6923076923076925,7.6923076923076925,10.0,16.0,22.5,37.142857142857146,26.923076923076923,65.21739130434783,104.54545454545456,47.368421052631575,25.0,37.5,36.84210526315789,63.1578947368421,59.09090909090909,32.0,34.61538461538461,23.333333333333332,20.0,21.73913043478261,16.129032258064516,14.285714285714285,16.666666666666664,17.647058823529413,9.523809523809524,9.523809523809524,19.047619047619047,16.666666666666664,11.76470588235294,11.11111111111111,10.0,12.5,13.333333333333334,13.333333333333334,14.285714285714285,6.666666666666667,7.6923076923076925,5.88235294117647,12.5,12.5,12.5,11.76470588235294,12.5,12.5,7.142857142857142,7.142857142857142,6.666666666666667,3.4482758620689653,6.25,6.25,12.0,15.0,12.5,7.6923076923076925,4.878048780487805,2.702702702702702,8.333333333333332,13.636363636363637,27.58620689655172,16.0,13.043478260869565,10.714285714285714,14.285714285714285,15.384615384615383,14.814814814814811,19.35483870967742,10.526315789473683,8.823529411764707,9.523809523809524
currency,163.63636363636363,133.33333333333331,170.0,166.66666666666669,160.0,150.0,76.0,133.33333333333331,130.76923076923077,123.07692307692308,128.57142857142858,141.66666666666669,158.33333333333331,154.54545454545453,170.0,141.66666666666669,170.0,133.33333333333331,120.0,133.33333333333331,111.11111111111111,51.35135135135135,90.0,94.73684210526316,138.46153846153845,128.57142857142858,130.76923076923077,130.76923076923077,130.76923076923077,68.0,76.19047619047619,48.48484848484848,77.27272727272727,94.11764705882352,106.25,113.33333333333331,94.73684210526316,120.0,121.42857142857142,70.83333333333334,106.66666666666669,100.0,100.0,93.75,80.0,44.44444444444444,15.0,31.11111111111111,48.27586206896552,37.142857142857146,48.148148148148145,59.09090909090909,52.0,52.0,41.37931034482759,50.0,32.5,41.66666666666667,53.84615384615385,65.21739130434783,71.42857142857143,68.42105263157895,68.42105263157895,75.0,68.42105263157895,88.88888888888889,71.42857142857143,54.166666666666664,57.692307692307686,58.620689655172406,80.76923076923077,86.36363636363636,58.06451612903226,62.96296296296296,100.0,100.0,81.81818181818183,85.71428571428571,85.0,94.44444444444444,100.0,111.76470588235294,90.47619047619048,150.0,126.66666666666666,113.33333333333331,138.46153846153845,126.66666666666666,150.0,106.25,100.0,106.66666666666669,112.5,100.0,100.0,112.5,128.57142857142858,121.42857142857142,114.28571428571428,56.666666666666664,126.66666666666666,106.25,70.83333333333334,105.0,86.36363636363636,73.07692307692307,47.5,27.3972602739726,79.16666666666666,77.27272727272727,78.57142857142857,75.0,77.27272727272727,58.620689655172406,65.51724137931035,80.0,77.77777777777779,75.86206896551724,56.41025641025641,60.60606060606061,89.47368421052632
cyber monday,0.0,0.0,0.0,0.0,0.0,10.0,365.2173913043478,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,723.0769230769231,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,500.0,3.225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,146.66666666666666,506.66666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,4.0,4.166666666666666,132.14285714285714,41.66666666666667,2.631578947368421,3.0303030303030303,4.0,4.545454545454546,5.0,5.555555555555555,5.263157894736842,6.666666666666667,5.555555555555555,5.555555555555555,204.76190476190476,8.333333333333332,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.263157894736842,184.21052631578948,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142,8.333333333333332,6.25,220.00000000000003,6.666666666666667,6.666666666666667,6.25,6.666666666666667,6.666666666666667,7.6923076923076925,7.6923076923076925,7.142857142857142,3.571428571428571,6.666666666666667,6.25,30.434782608695656,115.78947368421052,4.545454545454546,4.0,2.564102564102564,1.4285714285714286,4.3478260869565215,4.761904761904762,3.7037037037037033,4.166666666666666,4.761904761904762,3.8461538461538463,33.33333333333333,66.66666666666666,3.8461538461538463,3.4482758620689653,2.7777777777777777,3.225806451612903,5.0
cyber security,9.090909090909092,6.666666666666667,10.0,11.11111111111111,10.0,18.181818181818183,8.0,7.6923076923076925,15.384615384615383,14.285714285714285,14.285714285714285,15.384615384615383,16.666666666666664,18.181818181818183,20.0,16.666666666666664,20.0,15.384615384615383,13.333333333333334,13.333333333333334,10.526315789473683,5.128205128205128,9.090909090909092,10.526315789473683,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,15.384615384615383,7.4074074074074066,9.523809523809524,5.88235294117647,8.695652173913043,11.76470588235294,12.5,13.333333333333334,10.526315789473683,13.333333333333334,14.285714285714285,8.0,14.285714285714285,18.75,12.5,12.5,15.0,5.555555555555555,2.0,4.0,6.666666666666667,5.714285714285714,7.142857142857142,8.695652173913043,7.6923076923076925,7.6923076923076925,6.666666666666667,8.333333333333332,5.0,5.555555555555555,11.538461538461538,13.043478260869565,14.285714285714285,15.789473684210526,15.0,17.647058823529413,15.789473684210526,15.789473684210526,14.285714285714285,12.5,11.11111111111111,13.333333333333334,16.0,17.391304347826086,12.903225806451612,14.285714285714285,22.22222222222222,23.52941176470588,18.181818181818183,20.0,19.047619047619047,15.789473684210526,22.22222222222222,22.22222222222222,19.047619047619047,25.0,25.0,26.666666666666668,28.57142857142857,35.714285714285715,38.46153846153847,23.52941176470588,23.52941176470588,26.666666666666668,31.25,29.411764705882355,25.0,23.52941176470588,26.666666666666668,28.57142857142857,26.666666666666668,13.333333333333334,25.0,23.52941176470588,16.0,21.052631578947366,18.181818181818183,19.230769230769234,12.5,5.405405405405405,20.0,17.391304347826086,17.24137931034483,16.0,17.391304347826086,13.79310344827586,13.79310344827586,15.384615384615383,14.814814814814811,16.666666666666664,12.195121951219512,15.151515151515152,19.047619047619047
defense,209.0909090909091,133.33333333333331,190.0,222.22222222222223,300.0,300.0,116.0,241.66666666666663,192.30769230769232,192.30769230769232,171.42857142857142,191.66666666666669,175.0,163.63636363636363,180.0,175.0,280.0,225.0,220.00000000000003,153.33333333333334,122.22222222222224,56.75675675675676,105.0,105.26315789473684,146.15384615384613,128.57142857142858,130.76923076923077,153.84615384615387,207.6923076923077,112.0,123.8095238095238,72.72727272727273,95.45454545454544,117.64705882352942,118.75,133.33333333333331,105.26315789473684,113.33333333333331,121.42857142857142,83.33333333333334,200.0,168.75,166.66666666666669,137.5,115.0,55.55555555555556,26.0,46.666666666666664,68.96551724137932,65.71428571428571,74.07407407407408,90.9090909090909,112.0,100.0,93.10344827586206,107.6923076923077,67.5,63.888888888888886,76.92307692307693,100.0,95.23809523809524,105.26315789473684,100.0,125.0,131.57894736842107,138.88888888888889,128.57142857142858,95.83333333333334,92.3076923076923,82.75862068965517,96.15384615384616,104.54545454545456,74.19354838709677,74.07407407407408,116.66666666666669,129.41176470588235,140.9090909090909,138.0952380952381,135.0,150.0,147.05882352941177,147.05882352941177,104.76190476190476,143.75,140.0,126.66666666666666,146.15384615384613,146.66666666666666,266.66666666666663,206.25,193.75,206.66666666666669,181.25,141.1764705882353,141.1764705882353,143.75,157.14285714285714,150.0,150.0,80.0,226.66666666666663,212.5,162.5,160.0,140.9090909090909,111.53846153846156,67.5,35.61643835616438,108.33333333333331,122.72727272727272,110.71428571428572,129.16666666666669,190.9090909090909,148.27586206896552,141.3793103448276,164.0,151.85185185185185,144.82758620689654,110.25641025641026,127.27272727272728,147.36842105263156
depression,236.36363636363637,133.33333333333331,180.0,233.33333333333337,250.0,260.0,100.0,184.6153846153846,200.0,200.0,200.0,250.0,233.33333333333337,190.9090909090909,190.9090909090909,183.33333333333331,240.0,200.0,207.14285714285717,173.33333333333334,142.10526315789474,74.35897435897436,142.85714285714286,157.89473684210526,207.6923076923077,192.8571428571429,164.28571428571428,157.14285714285714,192.30769230769232,107.40740740740742,142.85714285714286,81.81818181818183,127.27272727272728,188.23529411764704,200.0,181.25,147.36842105263156,137.5,157.14285714285714,84.0,171.42857142857142,168.75,162.5,150.0,140.0,75.67567567567568,28.000000000000004,65.95744680851064,84.375,62.857142857142854,78.57142857142857,100.0,92.3076923076923,92.3076923076923,76.66666666666667,100.0,57.49999999999999,72.22222222222221,96.15384615384616,95.83333333333334,104.54545454545456,110.5263157894737,95.0,118.75,115.78947368421052,115.78947368421052,100.0,79.16666666666666,84.61538461538461,86.66666666666667,107.6923076923077,117.3913043478261,84.375,81.48148148148148,111.76470588235294,111.76470588235294,109.52380952380952,109.52380952380952,110.0,126.3157894736842,147.05882352941177,150.0,135.0,141.1764705882353,153.33333333333334,126.66666666666666,130.76923076923077,126.66666666666666,166.66666666666669,137.5,143.75,131.25,131.25,144.44444444444443,135.29411764705884,156.25,150.0,121.42857142857142,106.66666666666669,54.83870967741935,142.85714285714286,131.25,84.0,95.0,90.9090909090909,88.46153846153845,52.38095238095239,32.467532467532465,80.0,78.26086956521739,71.42857142857143,65.38461538461539,86.36363636363636,75.86206896551724,79.3103448275862,80.76923076923077,85.18518518518519,100.0,82.92682926829268,84.84848484848484,105.26315789473684
derivative,36.36363636363637,12.5,20.0,22.22222222222222,80.0,90.0,28.000000000000004,41.66666666666667,38.46153846153847,53.84615384615385,42.857142857142854,46.15384615384615,36.36363636363637,18.181818181818183,20.0,16.666666666666664,70.0,69.23076923076923,50.0,31.25,21.052631578947366,17.94871794871795,28.57142857142857,25.0,28.57142857142857,14.285714285714285,14.285714285714285,14.285714285714285,53.84615384615385,33.33333333333333,28.57142857142857,12.5,18.181818181818183,35.294117647058826,31.25,33.33333333333333,21.052631578947366,14.285714285714285,13.333333333333334,8.0,46.666666666666664,56.25,37.5,25.0,20.0,16.216216216216218,4.0,13.333333333333334,13.333333333333334,5.714285714285714,7.142857142857142,8.695652173913043,30.76923076923077,30.76923076923077,16.666666666666664,12.0,7.5,14.285714285714285,15.384615384615383,17.391304347826086,13.636363636363637,10.526315789473683,5.0,12.5,26.31578947368421,36.84210526315789,22.727272727272727,12.0,15.384615384615383,20.0,20.0,21.73913043478261,12.903225806451612,7.142857142857142,11.11111111111111,17.647058823529413,33.33333333333333,42.857142857142854,28.57142857142857,27.77777777777778,23.52941176470588,38.88888888888889,30.0,31.25,26.666666666666668,13.333333333333334,14.285714285714285,13.333333333333334,53.84615384615385,52.94117647058824,37.5,31.25,25.0,41.17647058823529,31.25,31.25,28.57142857142857,14.285714285714285,13.333333333333334,6.896551724137931,43.75,50.0,24.0,25.0,16.666666666666664,23.076923076923077,12.195121951219512,6.756756756756757,16.666666666666664,9.090909090909092,6.896551724137931,8.0,26.08695652173913,28.57142857142857,17.24137931034483,15.384615384615383,14.814814814814811,22.58064516129032,15.789473684210526,14.705882352941178,23.809523809523807
diagnostics,80.0,60.0,80.0,100.0,90.0,80.0,33.33333333333333,58.333333333333336,72.72727272727273,64.28571428571429,61.53846153846154,75.0,58.333333333333336,63.63636363636363,100.0,83.33333333333334,90.0,75.0,57.14285714285714,53.333333333333336,52.63157894736842,23.684210526315788,42.857142857142854,55.55555555555556,76.92307692307693,76.92307692307693,76.92307692307693,71.42857142857143,76.92307692307693,38.46153846153847,47.368421052631575,24.24242424242424,43.47826086956522,58.82352941176471,66.66666666666666,66.66666666666666,55.55555555555556,71.42857142857143,78.57142857142857,41.66666666666667,71.42857142857143,62.5,60.0,53.333333333333336,52.63157894736842,28.57142857142857,9.0,20.0,40.0,36.11111111111111,53.84615384615385,45.45454545454545,48.0,48.0,42.857142857142854,50.0,30.0,35.294117647058826,46.15384615384615,54.54545454545454,52.38095238095239,66.66666666666666,63.1578947368421,87.5,77.77777777777779,77.77777777777779,61.904761904761905,58.333333333333336,53.84615384615385,43.333333333333336,52.0,57.14285714285714,38.70967741935484,48.148148148148145,76.47058823529412,82.35294117647058,54.54545454545454,60.0,57.89473684210527,61.111111111111114,70.58823529411765,72.22222222222221,65.0,80.0,86.66666666666667,86.66666666666667,92.3076923076923,86.66666666666667,100.0,81.25,75.0,62.5,80.0,70.58823529411765,75.0,68.75,73.33333333333333,78.57142857142857,78.57142857142857,35.483870967741936,66.66666666666666,62.5,37.5,47.368421052631575,45.45454545454545,40.0,25.0,15.068493150684931,41.66666666666667,47.61904761904761,42.857142857142854,45.83333333333333,50.0,39.285714285714285,39.285714285714285,40.0,40.74074074074074,37.93103448275862,30.76923076923077,37.5,55.00000000000001
dividend,45.45454545454545,33.33333333333333,50.0,55.55555555555556,50.0,50.0,20.0,50.0,38.46153846153847,53.84615384615385,42.857142857142854,46.15384615384615,54.54545454545454,45.45454545454545,50.0,41.66666666666667,50.0,46.15384615384615,42.857142857142854,43.75,36.84210526315789,17.94871794871795,28.57142857142857,30.0,42.857142857142854,42.857142857142854,35.714285714285715,42.857142857142854,46.15384615384615,25.925925925925924,28.57142857142857,18.75,31.818181818181817,41.17647058823529,43.75,53.333333333333336,31.57894736842105,42.857142857142854,40.0,24.0,46.666666666666664,43.75,43.75,50.0,40.0,24.324324324324326,11.0,24.444444444444443,36.666666666666664,28.57142857142857,32.142857142857146,43.47826086956522,34.61538461538461,34.61538461538461,30.0,40.0,25.0,34.285714285714285,42.30769230769231,43.47826086956522,40.909090909090914,47.368421052631575,40.0,43.75,42.10526315789473,42.10526315789473,36.36363636363637,36.0,34.61538461538461,30.0,40.0,43.47826086956522,25.806451612903224,25.0,44.44444444444444,52.94117647058824,33.33333333333333,42.857142857142854,38.095238095238095,50.0,52.94117647058824,55.55555555555556,50.0,56.25,53.333333333333336,60.0,64.28571428571429,53.333333333333336,61.53846153846154,47.05882352941176,56.25,62.5,56.25,64.70588235294117,62.5,56.25,64.28571428571429,64.28571428571429,53.333333333333336,27.58620689655172,56.25,56.25,36.0,55.00000000000001,41.66666666666667,50.0,26.82926829268293,14.864864864864863,41.66666666666667,54.54545454545454,62.06896551724138,52.0,47.82608695652174,42.857142857142854,67.85714285714286,69.23076923076923,55.55555555555556,58.06451612903226,44.73684210526316,47.05882352941176,50.0
donation,81.81818181818183,60.0,90.0,100.0,90.0,90.0,37.5,75.0,69.23076923076923,76.92307692307693,69.23076923076923,75.0,81.81818181818183,81.81818181818183,110.0,109.09090909090908,120.0,76.92307692307693,71.42857142857143,73.33333333333333,55.55555555555556,25.0,50.0,50.0,69.23076923076923,76.92307692307693,78.57142857142857,78.57142857142857,69.23076923076923,38.46153846153847,52.38095238095239,33.33333333333333,45.45454545454545,62.5,62.5,66.66666666666666,52.63157894736842,66.66666666666666,78.57142857142857,41.66666666666667,71.42857142857143,62.5,66.66666666666666,62.5,57.89473684210527,27.77777777777778,12.0,26.08695652173913,34.48275862068966,41.66666666666667,44.44444444444444,50.0,40.0,36.0,34.48275862068966,48.0,26.31578947368421,25.71428571428571,34.61538461538461,43.47826086956522,45.45454545454545,52.63157894736842,52.63157894736842,62.5,52.63157894736842,55.55555555555556,52.38095238095239,44.0,42.30769230769231,40.0,48.0,47.82608695652174,36.666666666666664,40.74074074074074,64.70588235294117,64.70588235294117,45.45454545454545,55.00000000000001,55.00000000000001,70.58823529411765,70.58823529411765,66.66666666666666,55.00000000000001,68.75,66.66666666666666,73.33333333333333,78.57142857142857,80.0,76.92307692307693,68.75,75.0,73.33333333333333,73.33333333333333,64.70588235294117,64.70588235294117,62.5,71.42857142857143,84.61538461538461,86.66666666666667,41.37931034482759,66.66666666666666,75.0,41.66666666666667,57.89473684210527,54.54545454545454,42.30769230769231,26.82926829268293,15.27777777777778,45.83333333333333,54.54545454545454,53.57142857142857,46.15384615384615,56.52173913043478,44.44444444444444,48.27586206896552,60.0,53.84615384615385,53.333333333333336,41.02564102564102,46.875,52.38095238095239
dow jones,100.0,114.28571428571428,120.0,125.0,80.0,80.0,75.0,100.0,100.0,100.0,85.71428571428571,83.33333333333334,83.33333333333334,100.0,100.0,100.0,100.0,100.0,71.42857142857143,85.71428571428571,100.0,147.05882352941177,180.0,200.0,200.0,233.33333333333337,200.0,216.66666666666663,166.66666666666669,150.0,170.0,162.5,229.99999999999997,212.5,228.57142857142856,214.28571428571428,222.22222222222223,228.57142857142856,242.85714285714283,225.0,242.85714285714283,225.0,214.28571428571428,200.0,180.0,170.58823529411765,212.7659574468085,252.3809523809524,264.2857142857143,264.70588235294116,253.84615384615384,250.0,241.66666666666663,258.33333333333337,214.28571428571428,216.66666666666663,126.3157894736842,147.05882352941177,216.66666666666663,209.0909090909091,210.0,233.33333333333337,233.33333333333337,250.0,222.22222222222223,250.0,190.0,209.0909090909091,158.33333333333331,164.28571428571428,191.66666666666669,163.63636363636363,186.66666666666663,238.46153846153845,266.66666666666663,312.5,260.0,260.0,266.66666666666663,287.5,262.5,262.5,240.0,225.0,271.42857142857144,271.42857142857144,283.33333333333337,271.42857142857144,250.0,212.5,225.0,242.85714285714283,228.57142857142856,150.0,150.0,162.5,185.71428571428572,157.14285714285714,185.71428571428572,128.57142857142858,185.71428571428572,162.5,127.27272727272728,133.33333333333331,130.0,116.66666666666669,136.8421052631579,137.14285714285714,227.27272727272728,190.0,146.15384615384613,150.0,127.27272727272728,114.28571428571428,100.0,108.33333333333331,100.0,107.14285714285714,110.5263157894737,118.75,166.66666666666669
earnings,54.54545454545454,26.666666666666668,80.0,66.66666666666666,50.0,80.0,24.0,33.33333333333333,61.53846153846154,69.23076923076923,42.857142857142854,66.66666666666666,66.66666666666666,45.45454545454545,90.0,66.66666666666666,50.0,75.0,53.333333333333336,33.33333333333333,50.0,27.027027027027028,30.0,52.63157894736842,61.53846153846154,35.714285714285715,76.92307692307693,69.23076923076923,46.15384615384615,44.0,38.095238095238095,15.151515151515152,45.45454545454545,64.70588235294117,43.75,73.33333333333333,42.10526315789473,40.0,78.57142857142857,33.33333333333333,46.666666666666664,62.5,53.333333333333336,31.25,55.00000000000001,33.33333333333333,6.0,35.55555555555556,44.827586206896555,22.857142857142858,59.25925925925925,59.09090909090909,36.0,48.0,31.03448275862069,23.076923076923077,30.0,41.66666666666667,34.61538461538461,47.82608695652174,42.857142857142854,31.57894736842105,47.368421052631575,62.5,36.84210526315789,61.111111111111114,52.38095238095239,25.0,50.0,62.06896551724138,42.30769230769231,72.72727272727273,41.935483870967744,33.33333333333333,77.77777777777779,76.47058823529412,31.818181818181817,57.14285714285714,45.0,33.33333333333333,64.70588235294117,82.35294117647058,38.095238095238095,75.0,73.33333333333333,46.666666666666664,92.3076923076923,86.66666666666667,66.66666666666666,68.75,68.75,46.666666666666664,81.25,111.76470588235294,64.70588235294117,93.75,100.0,64.28571428571429,85.71428571428571,50.0,60.0,87.5,58.333333333333336,40.0,63.63636363636363,76.92307692307693,25.0,19.17808219178082,58.333333333333336,45.45454545454545,110.71428571428572,91.66666666666666,59.09090909090909,68.96551724137932,89.65517241379311,64.0,96.29629629629628,124.13793103448276,79.48717948717949,103.03030303030305,110.5263157894737
economy,145.45454545454547,73.33333333333333,100.0,122.22222222222224,160.0,160.0,64.0,116.66666666666669,115.38461538461536,130.76923076923077,114.28571428571428,141.66666666666669,125.0,100.0,100.0,91.66666666666666,150.0,133.33333333333331,106.66666666666669,93.33333333333331,83.33333333333334,45.94594594594595,80.0,84.21052631578947,123.07692307692308,85.71428571428571,92.3076923076923,107.6923076923077,138.46153846153845,72.0,80.95238095238095,42.42424242424242,77.27272727272727,100.0,100.0,120.0,89.47368421052632,80.0,78.57142857142857,54.166666666666664,120.0,100.0,100.0,87.5,80.0,52.77777777777778,21.0,51.11111111111111,55.172413793103445,31.428571428571427,37.03703703703704,50.0,76.0,64.0,44.827586206896555,42.30769230769231,30.0,33.33333333333333,50.0,56.52173913043478,57.14285714285714,47.368421052631575,42.10526315789473,56.25,63.1578947368421,66.66666666666666,57.14285714285714,41.66666666666667,50.0,62.06896551724138,76.92307692307693,95.45454545454544,61.29032258064516,51.85185185185185,66.66666666666666,76.47058823529412,81.81818181818183,90.47619047619048,85.0,83.33333333333334,100.0,111.76470588235294,90.47619047619048,112.5,113.33333333333331,86.66666666666667,84.61538461538461,106.66666666666669,166.66666666666669,112.5,106.25,100.0,112.5,117.64705882352942,111.76470588235294,125.0,128.57142857142858,100.0,92.85714285714286,53.333333333333336,140.0,125.0,87.5,85.0,86.36363636363636,84.61538461538461,55.00000000000001,31.506849315068493,79.16666666666666,68.18181818181817,67.85714285714286,75.0,95.45454545454544,72.41379310344827,89.65517241379311,104.0,107.40740740740742,113.79310344827589,82.05128205128204,84.84848484848484,95.0
